dataset,sequence_identity,num_clusters,sample,assembler,coverage,read_type
Fold03_200x_PE_samples_MEGAHIT,0.92,443,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.91,440,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.9,432,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.8,336,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.7,277,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.6,236,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MEGAHIT,0.5,193,Fold03,MEGAHIT,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,1,173223,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.99,126896,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.98,91950,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.97,75210,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.96,67901,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.95,64249,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.94,61501,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.93,59566,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.92,57771,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.91,56490,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.9,55153,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.8,64069,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.7,56044,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.6,52588,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.6,52588,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.6,52588,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.6,52588,Fold03,MERGEPIPE,200,PE
Fold03_200x_PE_samples_MERGEPIPE,0.6,52588,Fold03,MERGEPIPE,200,PE
