sample,assembler,sequence_identity,n_datasets,mean_clusters,se_clusters,min_clusters,max_clusters
Fold03,SOAPDENOVO,0.92,15,662,0,662,662
Fold03,SOAPDENOVO,0.93,15,666,0,666,666
Fold03,SOAPDENOVO,0.94,15,670,0,670,670
Fold03,SOAPDENOVO,0.95,15,673,0,673,673
Fold03,SOAPDENOVO,0.96,15,674,0,674,674
Fold03,SOAPDENOVO,0.97,15,675,0,675,675
Fold03,SOAPDENOVO,0.98,15,675,0,675,675
Fold03,SOAPDENOVO,0.99,15,675,0,675,675
Fold03,SOAPDENOVO,1,15,675,0,675,675
Fold03,SPADES,0.5,15,245,0,245,245
Fold03,SPADES,0.6,15,359,0,359,359
Fold03,SPADES,0.7,15,415,0,415,415
Fold03,SPADES,0.8,15,525,0,525,525
Fold03,SPADES,0.9,15,619,0,619,619
Fold03,SPADES,0.91,15,628,0,628,628
Fold03,SPADES,0.92,15,637,0,637,637
Fold03,SPADES,0.93,15,648,0,648,648
Fold03,SPADES,0.94,15,654,0,654,654
Fold03,SPADES,0.95,15,656,0,656,656
Fold03,SPADES,0.96,15,662,0,662,662
Fold03,SPADES,0.97,15,667,0,667,667
Fold03,SPADES,0.98,15,674,0,674,674
Fold03,SPADES,0.99,15,677,0,677,677
Fold03,SPADES,1,15,680,0,680,680
Fold03,STRINGTIE,0.5,15,207,0,207,207
Fold03,STRINGTIE,0.6,15,305,0,305,305
Fold03,STRINGTIE,0.7,15,406,0,406,406
Fold03,STRINGTIE,0.8,15,591,0,591,591
Fold03,STRINGTIE,0.9,15,941,0,941,941
Fold03,STRINGTIE,0.91,15,964,0,964,964
Fold03,STRINGTIE,0.92,15,1005,0,1005,1005
Fold03,STRINGTIE,0.93,15,1024,0,1024,1024
Fold03,STRINGTIE,0.94,15,1058,0,1058,1058
Fold03,STRINGTIE,0.95,15,1095,0,1095,1095
Fold03,STRINGTIE,0.96,15,1127,0,1127,1127
Fold03,STRINGTIE,0.97,15,1165,0,1165,1165
Fold03,STRINGTIE,0.98,15,1224,0,1224,1224
Fold03,STRINGTIE,0.99,15,1319,0,1319,1319
Fold03,STRINGTIE,1,15,1465,0,1465,1465
Fold03,TRANSABBYS,0.5,15,696,0,696,696
Fold03,TRANSABBYS,0.6,15,1169,0,1169,1169
Fold03,TRANSABBYS,0.7,15,1368,0,1368,1368
Fold03,TRANSABBYS,0.8,15,1584,0,1584,1584
Fold03,TRANSABBYS,0.9,15,1708,0,1708,1708
Fold03,TRANSABBYS,0.91,15,1719,0,1719,1719
Fold03,TRANSABBYS,0.92,15,1728,0,1728,1728
Fold03,TRANSABBYS,0.93,15,1737,0,1737,1737
Fold03,TRANSABBYS,0.94,15,1741,0,1741,1741
Fold03,TRANSABBYS,0.95,15,1747,0,1747,1747
Fold03,TRANSABBYS,0.96,15,1751,0,1751,1751
Fold03,TRANSABBYS,0.97,15,1756,0,1756,1756
Fold03,TRANSABBYS,0.98,15,1763,0,1763,1763
Fold03,TRANSABBYS,0.99,15,1918,0,1918,1918
Fold03,TRANSABBYS,1,15,2124,0,2124,2124
Fold03,TRINITY,0.5,15,360,0,360,360
Fold03,TRINITY,0.6,15,511,0,511,511
Fold03,TRINITY,0.7,15,562,0,562,562
Fold03,TRINITY,0.8,15,749,0,749,749
Fold03,TRINITY,0.9,15,947,0,947,947
Fold03,TRINITY,0.91,15,961,0,961,961
Fold03,TRINITY,0.92,15,1002,0,1002,1002
Fold03,TRINITY,0.93,15,1028,0,1028,1028
Fold03,TRINITY,0.94,15,1064,0,1064,1064
Fold03,TRINITY,0.95,15,1105,0,1105,1105
Fold03,TRINITY,0.96,15,1137,0,1137,1137
Fold03,TRINITY,0.97,15,1196,0,1196,1196
Fold03,TRINITY,0.98,15,1284,0,1284,1284
Fold03,TRINITY,0.99,15,1342,0,1342,1342
Fold03,TRINITY,1,15,1367,0,1367,1367
Fold04,BINPACKER,0.5,15,232,0,232,232
Fold04,BINPACKER,0.6,15,320,0,320,320
Fold04,BINPACKER,0.7,15,360,0,360,360
Fold04,BINPACKER,0.8,15,403,0,403,403
Fold04,BINPACKER,0.9,15,441,0,441,441
Fold04,BINPACKER,0.91,15,449,0,449,449
Fold04,BINPACKER,0.92,15,459,0,459,459
Fold04,BINPACKER,0.93,15,464,0,464,464
Fold04,BINPACKER,0.94,15,474,0,474,474
Fold04,BINPACKER,0.95,15,486,0,486,486
Fold04,BINPACKER,0.96,15,496,0,496,496
Fold04,BINPACKER,0.97,15,511,0,511,511
Fold04,BINPACKER,0.98,15,531,0,531,531
Fold04,BINPACKER,0.99,15,564,0,564,564
Fold04,BINPACKER,1,15,637,0,637,637
Fold04,BRIDGER,0.5,15,192,0,192,192
Fold04,BRIDGER,0.6,15,278,0,278,278
Fold04,BRIDGER,0.7,15,312,0,312,312
Fold04,BRIDGER,0.8,15,345,0,345,345
Fold04,BRIDGER,0.9,15,380,0,380,380
Fold04,BRIDGER,0.91,15,384,0,384,384
Fold04,BRIDGER,0.92,15,392,0,392,392
Fold04,BRIDGER,0.93,15,394,0,394,394
Fold04,BRIDGER,0.94,15,400,0,400,400
Fold04,BRIDGER,0.95,15,411,0,411,411
Fold04,BRIDGER,0.96,15,422,0,422,422
Fold04,BRIDGER,0.97,15,437,0,437,437
Fold04,BRIDGER,0.98,15,451,0,451,451
Fold04,BRIDGER,0.99,15,474,0,474,474
Fold04,BRIDGER,1,15,492,0,492,492
Fold04,CSTONE,0.5,15,155,0,155,155
Fold04,CSTONE,0.6,15,217,0,217,217
Fold04,CSTONE,0.7,15,238,0,238,238
Fold04,CSTONE,0.8,15,266,0,266,266
Fold04,CSTONE,0.9,15,274,0,274,274
Fold04,CSTONE,0.91,15,274,0,274,274
Fold04,CSTONE,0.92,15,274,0,274,274
Fold04,CSTONE,0.93,15,276,0,276,276
Fold04,CSTONE,0.94,15,277,0,277,277
Fold04,CSTONE,0.95,15,277,0,277,277
Fold04,CSTONE,0.96,15,277,0,277,277
Fold04,CSTONE,0.97,15,278,0,278,278
Fold04,CSTONE,0.98,15,281,0,281,281
Fold04,CSTONE,0.99,15,288,0,288,288
Fold04,CSTONE,1,15,324,0,324,324
Fold04,IDBA,0.5,15,182,0,182,182
Fold04,IDBA,0.6,15,210,0,210,210
Fold04,IDBA,0.7,15,235,0,235,235
Fold04,IDBA,0.8,15,289,0,289,289
Fold04,IDBA,0.9,15,398,0,398,398
Fold04,IDBA,0.91,15,406,0,406,406
Fold04,IDBA,0.92,15,409,0,409,409
Fold04,IDBA,0.93,15,412,0,412,412
Fold04,IDBA,0.94,15,415,0,415,415
Fold04,IDBA,0.95,15,419,0,419,419
Fold04,IDBA,0.96,15,421,0,421,421
Fold04,IDBA,0.97,15,423,0,423,423
Fold04,IDBA,0.98,15,425,0,425,425
Fold04,IDBA,0.99,15,428,0,428,428
Fold04,IDBA,1,15,428,0,428,428
Fold04,MEGAHIT,0.5,15,182,0,182,182
Fold04,MEGAHIT,0.6,15,230,0,230,230
Fold04,MEGAHIT,0.7,15,256,0,256,256
Fold04,MEGAHIT,0.8,15,322,0,322,322
Fold04,MEGAHIT,0.9,15,422,0,422,422
Fold04,MEGAHIT,0.91,15,431,0,431,431
Fold04,MEGAHIT,0.92,15,435,0,435,435
Fold04,MEGAHIT,0.93,15,439,0,439,439
Fold04,MEGAHIT,0.94,15,442,0,442,442
Fold04,MEGAHIT,0.95,15,446,0,446,446
Fold04,MEGAHIT,0.96,15,449,0,449,449
Fold04,MEGAHIT,0.97,15,451,0,451,451
Fold04,MEGAHIT,0.98,15,457,0,457,457
Fold04,MEGAHIT,0.99,15,462,0,462,462
Fold04,MEGAHIT,1,15,472,0,472,472
Fold04,MERGEPIPE,0.5,15,46356,0,46356,46356
Fold04,MERGEPIPE,0.6,15,51573,0,51573,51573
Fold04,MERGEPIPE,0.7,15,55353,0,55353,55353
Fold04,MERGEPIPE,0.8,15,64210,0,64210,64210
Fold04,MERGEPIPE,0.9,15,55379,0,55379,55379
Fold04,MERGEPIPE,0.91,15,56644,0,56644,56644
Fold04,MERGEPIPE,0.92,15,58052,0,58052,58052
Fold04,MERGEPIPE,0.93,15,59776,0,59776,59776
Fold04,MERGEPIPE,0.94,15,61878,0,61878,61878
Fold04,MERGEPIPE,0.95,15,64825,0,64825,64825
Fold04,MERGEPIPE,0.96,15,68376,0,68376,68376
Fold04,MERGEPIPE,0.97,15,75757,0,75757,75757
Fold04,MERGEPIPE,0.98,15,92330,0,92330,92330
Fold04,MERGEPIPE,0.99,15,126514,0,126514,126514
Fold04,MERGEPIPE,1,15,172479,0,172479,172479
Fold04,PLASS,0.5,15,45493,0,45493,45493
Fold04,PLASS,0.6,15,51021,0,51021,51021
Fold04,PLASS,0.7,15,54750,0,54750,54750
Fold04,PLASS,0.8,15,63446,0,63446,63446
Fold04,PLASS,0.9,15,54601,0,54601,54601
Fold04,PLASS,0.91,15,55888,0,55888,55888
Fold04,PLASS,0.92,15,57252,0,57252,57252
Fold04,PLASS,0.93,15,59002,0,59002,59002
Fold04,PLASS,0.94,15,61023,0,61023,61023
Fold04,PLASS,0.95,15,63770,0,63770,63770
Fold04,PLASS,0.96,15,67362,0,67362,67362
Fold04,PLASS,0.97,15,74407,0,74407,74407
Fold04,PLASS,0.98,15,90818,0,90818,90818
Fold04,PLASS,0.99,15,124028,0,124028,124028
Fold04,PLASS,1,15,170403,0,170403,170403
Fold04,RNABLOOM,0.5,15,6,0,6,6
Fold04,RNABLOOM,0.6,15,7,0,7,7
Fold04,RNABLOOM,0.7,15,7,0,7,7
Fold04,RNABLOOM,0.8,15,7,0,7,7
Fold04,RNABLOOM,0.9,15,7,0,7,7
Fold04,RNABLOOM,0.91,15,7,0,7,7
Fold04,RNABLOOM,0.92,15,7,0,7,7
Fold04,RNABLOOM,0.93,15,7,0,7,7
Fold04,RNABLOOM,0.94,15,7,0,7,7
Fold04,RNABLOOM,0.95,15,7,0,7,7
Fold04,RNABLOOM,0.96,15,7,0,7,7
Fold04,RNABLOOM,0.97,15,7,0,7,7
Fold04,RNABLOOM,0.98,15,7,0,7,7
Fold04,RNABLOOM,0.99,15,7,0,7,7
Fold04,RNABLOOM,1,15,7,0,7,7
Fold04,SOAPDENOVO,0.5,15,359,0,359,359
Fold04,SOAPDENOVO,0.6,15,529,0,529,529
Fold04,SOAPDENOVO,0.7,15,589,0,589,589
Fold04,SOAPDENOVO,0.8,15,636,0,636,636
Fold04,SOAPDENOVO,0.9,15,663,0,663,663
Fold04,SOAPDENOVO,0.91,15,665,0,665,665
Fold04,SOAPDENOVO,0.92,15,671,0,671,671
Fold04,SOAPDENOVO,0.93,15,677,0,677,677
Fold04,SOAPDENOVO,0.94,15,678,0,678,678
Fold04,SOAPDENOVO,0.95,15,680,0,680,680
Fold04,SOAPDENOVO,0.96,15,680,0,680,680
Fold04,SOAPDENOVO,0.97,15,681,0,681,681
Fold04,SOAPDENOVO,0.98,15,681,0,681,681
Fold04,SOAPDENOVO,0.99,15,681,0,681,681
Fold04,SOAPDENOVO,1,15,681,0,681,681
Fold04,SPADES,0.5,15,255,0,255,255
Fold04,SPADES,0.6,15,358,0,358,358
Fold04,SPADES,0.7,15,423,0,423,423
Fold04,SPADES,0.8,15,510,0,510,510
Fold04,SPADES,0.9,15,636,0,636,636
Fold04,SPADES,0.91,15,643,0,643,643
Fold04,SPADES,0.92,15,650,0,650,650
Fold04,SPADES,0.93,15,657,0,657,657
Fold04,SPADES,0.94,15,662,0,662,662
Fold04,SPADES,0.95,15,665,0,665,665
Fold04,SPADES,0.96,15,668,0,668,668
Fold04,SPADES,0.97,15,673,0,673,673
Fold04,SPADES,0.98,15,676,0,676,676
Fold04,SPADES,0.99,15,680,0,680,680
Fold04,SPADES,1,15,687,0,687,687
Fold04,STRINGTIE,0.5,15,198,0,198,198
Fold04,STRINGTIE,0.6,15,317,0,317,317
Fold04,STRINGTIE,0.7,15,407,0,407,407
Fold04,STRINGTIE,0.8,15,592,0,592,592
Fold04,STRINGTIE,0.9,15,930,0,930,930
Fold04,STRINGTIE,0.91,15,965,0,965,965
Fold04,STRINGTIE,0.92,15,998,0,998,998
Fold04,STRINGTIE,0.93,15,1019,0,1019,1019
Fold04,STRINGTIE,0.94,15,1046,0,1046,1046
Fold04,STRINGTIE,0.95,15,1087,0,1087,1087
Fold04,STRINGTIE,0.96,15,1117,0,1117,1117
Fold04,STRINGTIE,0.97,15,1165,0,1165,1165
Fold04,STRINGTIE,0.98,15,1219,0,1219,1219
Fold04,STRINGTIE,0.99,15,1317,0,1317,1317
Fold04,STRINGTIE,1,15,1457,0,1457,1457
Fold04,TRANSABBYS,0.5,15,671,0,671,671
Fold04,TRANSABBYS,0.6,15,1165,0,1165,1165
Fold04,TRANSABBYS,0.7,15,1366,0,1366,1366
Fold04,TRANSABBYS,0.8,15,1592,0,1592,1592
Fold04,TRANSABBYS,0.9,15,1724,0,1724,1724
Fold04,TRANSABBYS,0.91,15,1736,0,1736,1736
Fold04,TRANSABBYS,0.92,15,1743,0,1743,1743
Fold04,TRANSABBYS,0.93,15,1751,0,1751,1751
Fold04,TRANSABBYS,0.94,15,1757,0,1757,1757
Fold04,TRANSABBYS,0.95,15,1760,0,1760,1760
Fold04,TRANSABBYS,0.96,15,1767,0,1767,1767
Fold04,TRANSABBYS,0.97,15,1772,0,1772,1772
Fold04,TRANSABBYS,0.98,15,1778,0,1778,1778
Fold04,TRANSABBYS,0.99,15,1888,0,1888,1888
Fold04,TRANSABBYS,1,15,2083,0,2083,2083
Fold04,TRINITY,0.5,15,367,0,367,367
Fold04,TRINITY,0.6,15,492,0,492,492
Fold04,TRINITY,0.7,15,575,0,575,575
Fold04,TRINITY,0.8,15,739,0,739,739
Fold04,TRINITY,0.9,15,973,0,973,973
Fold04,TRINITY,0.91,15,999,0,999,999
Fold04,TRINITY,0.92,15,1034,0,1034,1034
Fold04,TRINITY,0.93,15,1064,0,1064,1064
Fold04,TRINITY,0.94,15,1092,0,1092,1092
Fold04,TRINITY,0.95,15,1124,0,1124,1124
Fold04,TRINITY,0.96,15,1168,0,1168,1168
Fold04,TRINITY,0.97,15,1228,0,1228,1228
Fold04,TRINITY,0.98,15,1319,0,1319,1319
Fold04,TRINITY,0.99,15,1377,0,1377,1377
Fold04,TRINITY,1,15,1403,0,1403,1403
Fold05,BINPACKER,0.5,15,245,0,245,245
Fold05,BINPACKER,0.6,15,350,0,350,350
Fold05,BINPACKER,0.7,15,391,0,391,391
Fold05,BINPACKER,0.8,15,427,0,427,427
Fold05,BINPACKER,0.9,15,459,0,459,459
Fold05,BINPACKER,0.91,15,463,0,463,463
Fold05,BINPACKER,0.92,15,468,0,468,468
Fold05,BINPACKER,0.93,15,477,0,477,477
Fold05,BINPACKER,0.94,15,485,0,485,485
Fold05,BINPACKER,0.95,15,495,0,495,495
Fold05,BINPACKER,0.96,15,505,0,505,505
Fold05,BINPACKER,0.97,15,522,0,522,522
Fold05,BINPACKER,0.98,15,548,0,548,548
Fold05,BINPACKER,0.99,15,581,0,581,581
Fold05,BINPACKER,1,15,672,0,672,672
Fold05,BRIDGER,0.5,15,204,0,204,204
Fold05,BRIDGER,0.6,15,301,0,301,301
Fold05,BRIDGER,0.7,15,336,0,336,336
Fold05,BRIDGER,0.8,15,368,0,368,368
Fold05,BRIDGER,0.9,15,391,0,391,391
Fold05,BRIDGER,0.91,15,395,0,395,395
Fold05,BRIDGER,0.92,15,400,0,400,400
Fold05,BRIDGER,0.93,15,408,0,408,408
Fold05,BRIDGER,0.94,15,418,0,418,418
Fold05,BRIDGER,0.95,15,430,0,430,430
Fold05,BRIDGER,0.96,15,439,0,439,439
Fold05,BRIDGER,0.97,15,449,0,449,449
Fold05,BRIDGER,0.98,15,467,0,467,467
Fold05,BRIDGER,0.99,15,488,0,488,488
Fold05,BRIDGER,1,15,529,0,529,529
Fold05,CSTONE,0.5,15,152,0,152,152
Fold05,CSTONE,0.6,15,230,0,230,230
Fold05,CSTONE,0.7,15,247,0,247,247
Fold05,CSTONE,0.8,15,265,0,265,265
Fold05,CSTONE,0.9,15,277,0,277,277
Fold05,CSTONE,0.91,15,277,0,277,277
Fold05,CSTONE,0.92,15,277,0,277,277
Fold05,CSTONE,0.93,15,278,0,278,278
Fold05,CSTONE,0.94,15,280,0,280,280
Fold05,CSTONE,0.95,15,280,0,280,280
Fold05,CSTONE,0.96,15,280,0,280,280
Fold05,CSTONE,0.97,15,282,0,282,282
Fold05,CSTONE,0.98,15,287,0,287,287
Fold05,CSTONE,0.99,15,297,0,297,297
Fold05,CSTONE,1,15,339,0,339,339
Fold05,IDBA,0.5,15,194,0,194,194
Fold05,IDBA,0.6,15,227,0,227,227
Fold05,IDBA,0.7,15,256,0,256,256
Fold05,IDBA,0.8,15,308,0,308,308
Fold05,IDBA,0.9,15,396,0,396,396
Fold05,IDBA,0.91,15,398,0,398,398
Fold05,IDBA,0.92,15,402,0,402,402
Fold05,IDBA,0.93,15,403,0,403,403
Fold05,IDBA,0.94,15,406,0,406,406
Fold05,IDBA,0.95,15,408,0,408,408
Fold05,IDBA,0.96,15,408,0,408,408
Fold05,IDBA,0.97,15,411,0,411,411
Fold05,IDBA,0.98,15,415,0,415,415
Fold05,IDBA,0.99,15,416,0,416,416
Fold05,IDBA,1,15,416,0,416,416
Fold05,MEGAHIT,0.5,15,187,0,187,187
Fold05,MEGAHIT,0.6,15,227,0,227,227
Fold05,MEGAHIT,0.7,15,254,0,254,254
Fold05,MEGAHIT,0.8,15,316,0,316,316
Fold05,MEGAHIT,0.9,15,430,0,430,430
Fold05,MEGAHIT,0.91,15,433,0,433,433
Fold05,MEGAHIT,0.92,15,438,0,438,438
Fold05,MEGAHIT,0.93,15,439,0,439,439
Fold05,MEGAHIT,0.94,15,440,0,440,440
Fold05,MEGAHIT,0.95,15,444,0,444,444
Fold05,MEGAHIT,0.96,15,450,0,450,450
Fold05,MEGAHIT,0.97,15,454,0,454,454
Fold05,MEGAHIT,0.98,15,455,0,455,455
Fold05,MEGAHIT,0.99,15,458,0,458,458
Fold05,MEGAHIT,1,15,462,0,462,462
Fold05,MERGEPIPE,0.5,15,46151,0,46151,46151
Fold05,MERGEPIPE,0.6,15,51942,0,51942,51942
Fold05,MERGEPIPE,0.7,15,55148,0,55148,55148
Fold05,MERGEPIPE,0.8,15,63504,0,63504,63504
Fold05,MERGEPIPE,0.9,15,54423,0,54423,54423
Fold05,MERGEPIPE,0.91,15,55557,0,55557,55557
Fold05,MERGEPIPE,0.92,15,57131,0,57131,57131
Fold05,MERGEPIPE,0.93,15,58689,0,58689,58689
Fold05,MERGEPIPE,0.94,15,60460,0,60460,60460
Fold05,MERGEPIPE,0.95,15,63228,0,63228,63228
Fold05,MERGEPIPE,0.96,15,67041,0,67041,67041
Fold05,MERGEPIPE,0.97,15,74323,0,74323,74323
Fold05,MERGEPIPE,0.98,15,91121,0,91121,91121
Fold05,MERGEPIPE,0.99,15,125127,0,125127,125127
Fold05,MERGEPIPE,1,15,172000,0,172000,172000
Fold05,PLASS,0.5,15,45471,0,45471,45471
Fold05,PLASS,0.6,15,51474,0,51474,51474
Fold05,PLASS,0.7,15,54673,0,54673,54673
Fold05,PLASS,0.8,15,62626,0,62626,62626
Fold05,PLASS,0.9,15,53449,0,53449,53449
Fold05,PLASS,0.91,15,54816,0,54816,54816
Fold05,PLASS,0.92,15,56036,0,56036,56036
Fold05,PLASS,0.93,15,57658,0,57658,57658
Fold05,PLASS,0.94,15,59366,0,59366,59366
Fold05,PLASS,0.95,15,61916,0,61916,61916
Fold05,PLASS,0.96,15,65779,0,65779,65779
Fold05,PLASS,0.97,15,72880,0,72880,72880
Fold05,PLASS,0.98,15,89478,0,89478,89478
Fold05,PLASS,0.99,15,123104,0,123104,123104
Fold05,PLASS,1,15,170041,0,170041,170041
Fold05,RNABLOOM,0.5,15,589,0,589,589
Fold05,RNABLOOM,0.6,15,755,0,755,755
Fold05,RNABLOOM,0.7,15,877,0,877,877
Fold05,RNABLOOM,0.8,15,1186,0,1186,1186
Fold05,RNABLOOM,0.9,15,1562,0,1562,1562
Fold05,RNABLOOM,0.91,15,1598,0,1598,1598
Fold05,RNABLOOM,0.92,15,1644,0,1644,1644
Fold05,RNABLOOM,0.93,15,1673,0,1673,1673
Fold05,RNABLOOM,0.94,15,1707,0,1707,1707
Fold05,RNABLOOM,0.95,15,1766,0,1766,1766
Fold05,RNABLOOM,0.96,15,1824,0,1824,1824
Fold05,RNABLOOM,0.97,15,1940,0,1940,1940
Fold05,RNABLOOM,0.98,15,2068,0,2068,2068
Fold05,RNABLOOM,0.99,15,2185,0,2185,2185
Fold05,RNABLOOM,1,15,2278,0,2278,2278
Fold05,SOAPDENOVO,0.5,15,369,0,369,369
Fold05,SOAPDENOVO,0.6,15,527,0,527,527
Fold05,SOAPDENOVO,0.7,15,585,0,585,585
Fold05,SOAPDENOVO,0.8,15,636,0,636,636
Fold05,SOAPDENOVO,0.9,15,665,0,665,665
Fold05,SOAPDENOVO,0.91,15,668,0,668,668
Fold05,SOAPDENOVO,0.92,15,676,0,676,676
Fold05,SOAPDENOVO,0.93,15,680,0,680,680
Fold05,SOAPDENOVO,0.94,15,681,0,681,681
Fold05,SOAPDENOVO,0.95,15,683,0,683,683
Fold05,SOAPDENOVO,0.96,15,684,0,684,684
Fold05,SOAPDENOVO,0.97,15,685,0,685,685
Fold05,SOAPDENOVO,0.98,15,685,0,685,685
Fold05,SOAPDENOVO,0.99,15,685,0,685,685
Fold05,SOAPDENOVO,1,15,685,0,685,685
Fold05,SPADES,0.5,15,235,0,235,235
Fold05,SPADES,0.6,15,347,0,347,347
Fold05,SPADES,0.7,15,406,0,406,406
Fold05,SPADES,0.8,15,510,0,510,510
Fold05,SPADES,0.9,15,607,0,607,607
Fold05,SPADES,0.91,15,612,0,612,612
Fold05,SPADES,0.92,15,621,0,621,621
Fold05,SPADES,0.93,15,630,0,630,630
Fold05,SPADES,0.94,15,637,0,637,637
Fold05,SPADES,0.95,15,642,0,642,642
Fold05,SPADES,0.96,15,649,0,649,649
Fold05,SPADES,0.97,15,653,0,653,653
Fold05,SPADES,0.98,15,660,0,660,660
Fold05,SPADES,0.99,15,663,0,663,663
Fold05,SPADES,1,15,669,0,669,669
Fold05,STRINGTIE,0.5,15,210,0,210,210
Fold05,STRINGTIE,0.6,15,332,0,332,332
Fold05,STRINGTIE,0.7,15,410,0,410,410
Fold05,STRINGTIE,0.8,15,601,0,601,601
Fold05,STRINGTIE,0.9,15,948,0,948,948
Fold05,STRINGTIE,0.91,15,972,0,972,972
Fold05,STRINGTIE,0.92,15,1005,0,1005,1005
Fold05,STRINGTIE,0.93,15,1027,0,1027,1027
Fold05,STRINGTIE,0.94,15,1058,0,1058,1058
Fold05,STRINGTIE,0.95,15,1097,0,1097,1097
Fold05,STRINGTIE,0.96,15,1132,0,1132,1132
Fold05,STRINGTIE,0.97,15,1169,0,1169,1169
Fold05,STRINGTIE,0.98,15,1220,0,1220,1220
Fold05,STRINGTIE,0.99,15,1298,0,1298,1298
Fold05,STRINGTIE,1,15,1459,0,1459,1459
Fold05,TRANSABBYS,0.5,15,643,0,643,643
Fold05,TRANSABBYS,0.6,15,1128,0,1128,1128
Fold05,TRANSABBYS,0.7,15,1329,0,1329,1329
Fold05,TRANSABBYS,0.8,15,1552,0,1552,1552
Fold05,TRANSABBYS,0.9,15,1684,0,1684,1684
Fold05,TRANSABBYS,0.91,15,1696,0,1696,1696
Fold05,TRANSABBYS,0.92,15,1699,0,1699,1699
Fold05,TRANSABBYS,0.93,15,1707,0,1707,1707
Fold05,TRANSABBYS,0.94,15,1712,0,1712,1712
Fold05,TRANSABBYS,0.95,15,1715,0,1715,1715
Fold05,TRANSABBYS,0.96,15,1719,0,1719,1719
Fold05,TRANSABBYS,0.97,15,1726,0,1726,1726
Fold05,TRANSABBYS,0.98,15,1738,0,1738,1738
Fold05,TRANSABBYS,0.99,15,1857,0,1857,1857
Fold05,TRANSABBYS,1,15,2082,0,2082,2082
Fold05,TRINITY,0.5,15,352,0,352,352
Fold05,TRINITY,0.6,15,487,0,487,487
Fold05,TRINITY,0.7,15,569,0,569,569
Fold05,TRINITY,0.8,15,742,0,742,742
Fold05,TRINITY,0.9,15,963,0,963,963
Fold05,TRINITY,0.91,15,982,0,982,982
Fold05,TRINITY,0.92,15,1017,0,1017,1017
Fold05,TRINITY,0.93,15,1043,0,1043,1043
Fold05,TRINITY,0.94,15,1086,0,1086,1086
Fold05,TRINITY,0.95,15,1131,0,1131,1131
Fold05,TRINITY,0.96,15,1180,0,1180,1180
Fold05,TRINITY,0.97,15,1230,0,1230,1230
Fold05,TRINITY,0.98,15,1311,0,1311,1311
Fold05,TRINITY,0.99,15,1374,0,1374,1374
Fold05,TRINITY,1,15,1402,0,1402,1402
Fold06,BINPACKER,0.5,15,245,0,245,245
Fold06,BINPACKER,0.6,15,330,0,330,330
Fold06,BINPACKER,0.7,15,371,0,371,371
Fold06,BINPACKER,0.8,15,403,0,403,403
Fold06,BINPACKER,0.9,15,442,0,442,442
Fold06,BINPACKER,0.91,15,452,0,452,452
Fold06,BINPACKER,0.92,15,457,0,457,457
Fold06,BINPACKER,0.93,15,467,0,467,467
Fold06,BINPACKER,0.94,15,476,0,476,476
Fold06,BINPACKER,0.95,15,482,0,482,482
Fold06,BINPACKER,0.96,15,498,0,498,498
Fold06,BINPACKER,0.97,15,508,0,508,508
Fold06,BINPACKER,0.98,15,534,0,534,534
Fold06,BINPACKER,0.99,15,578,0,578,578
Fold06,BINPACKER,1,15,677,0,677,677
Fold06,BRIDGER,0.5,15,215,0,215,215
Fold06,BRIDGER,0.6,15,286,0,286,286
Fold06,BRIDGER,0.7,15,327,0,327,327
Fold06,BRIDGER,0.8,15,353,0,353,353
Fold06,BRIDGER,0.9,15,380,0,380,380
Fold06,BRIDGER,0.91,15,384,0,384,384
Fold06,BRIDGER,0.92,15,386,0,386,386
Fold06,BRIDGER,0.93,15,395,0,395,395
Fold06,BRIDGER,0.94,15,407,0,407,407
Fold06,BRIDGER,0.95,15,414,0,414,414
Fold06,BRIDGER,0.96,15,421,0,421,421
Fold06,BRIDGER,0.97,15,433,0,433,433
Fold06,BRIDGER,0.98,15,446,0,446,446
Fold06,BRIDGER,0.99,15,474,0,474,474
Fold06,BRIDGER,1,15,505,0,505,505
Fold06,CSTONE,0.5,15,165,0,165,165
Fold06,CSTONE,0.6,15,224,0,224,224
Fold06,CSTONE,0.7,15,248,0,248,248
Fold06,CSTONE,0.8,15,265,0,265,265
Fold06,CSTONE,0.9,15,277,0,277,277
Fold06,CSTONE,0.91,15,278,0,278,278
Fold06,CSTONE,0.92,15,278,0,278,278
Fold06,CSTONE,0.93,15,279,0,279,279
Fold06,CSTONE,0.94,15,280,0,280,280
Fold06,CSTONE,0.95,15,281,0,281,281
Fold06,CSTONE,0.96,15,282,0,282,282
Fold06,CSTONE,0.97,15,282,0,282,282
Fold06,CSTONE,0.98,15,287,0,287,287
Fold06,CSTONE,0.99,15,297,0,297,297
Fold06,CSTONE,1,15,326,0,326,326
Fold06,IDBA,0.5,15,175,0,175,175
Fold06,IDBA,0.6,15,211,0,211,211
Fold06,IDBA,0.7,15,238,0,238,238
Fold06,IDBA,0.8,15,304,0,304,304
Fold06,IDBA,0.9,15,397,0,397,397
Fold06,IDBA,0.91,15,401,0,401,401
Fold06,IDBA,0.92,15,403,0,403,403
Fold06,IDBA,0.93,15,410,0,410,410
Fold06,IDBA,0.94,15,414,0,414,414
Fold06,IDBA,0.95,15,417,0,417,417
Fold06,IDBA,0.96,15,420,0,420,420
Fold06,IDBA,0.97,15,422,0,422,422
Fold06,IDBA,0.98,15,425,0,425,425
Fold06,IDBA,0.99,15,427,0,427,427
